paper_title,paper_authors
ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks,"Qilong Wang, Banggu Wu, Pengfei Zhu, Peihua Li, Wangmeng Zuo, Qinghua Hu"
Few-Shot Learning via Embedding Adaptation With Set-to-Set Functions,"Han-Jia Ye, Hexiang Hu, De-Chuan Zhan, Fei Sha"
SCT: Set Constrained Temporal Transformer for Set Supervised Action Segmentation,"Mohsen Fayyaz, Jurgen Gall"
Geometry and Learning Co-Supported Normal Estimation for Unstructured Point Cloud,"Haoran Zhou, Honghua Chen, Yidan Feng, Qiong Wang, Jing Qin, Haoran Xie, Fu Lee Wang, Mingqiang Wei, Jun Wang"
FM2u-Net: Face Morphological Multi-Branch Network for Makeup-Invariant Face Verification,"Wenxuan Wang, Yanwei Fu, Xuelin Qian, Yu-Gang Jiang, Qi Tian, Xiangyang Xue"
CPR-GCN: Conditional Partial-Residual Graph Convolutional Network in Automated Anatomical Labeling of Coronary Arteries,"Han Yang, Xingjian Zhen, Ying Chi, Lei Zhang, Xian-Sheng Hua"
DR Loss: Improving Object Detection by Distributional Ranking,"Qi Qian, Lei Chen, Hao Li, Rong Jin"
Deep Semantic Clustering by Partition Confidence Maximisation,"Jiabo Huang, Shaogang Gong, Xiatian Zhu"
Neural Blind Deconvolution Using Deep Priors,"Dongwei Ren, Kai Zhang, Qilong Wang, Qinghua Hu, Wangmeng Zuo"
End-to-End Camera Calibration for Broadcast Videos,"Long Sha, Jennifer Hobbs, Panna Felsen, Xinyu Wei, Patrick Lucey, Sujoy Ganguly"
A Transductive Approach for Video Object Segmentation,"Yizhuo Zhang, Zhirong Wu, Houwen Peng, Stephen Lin"
3D Packing for Self-Supervised Monocular Depth Estimation,"Vitor Guizilini, Rares Ambrus, Sudeep Pillai, Allan Raventos, Adrien Gaidon"
Selective Transfer With Reinforced Transfer Network for Partial Domain Adaptation,"Zhihong Chen, Chao Chen, Zhaowei Cheng, Boyuan Jiang, Ke Fang, Xinyu Jin"
Uncertainty-Aware Mesh Decoder for High Fidelity 3D Face Reconstruction,"Gun-Hee Lee, Seong-Whan Lee"
Local Non-Rigid Structure-From-Motion From Diffeomorphic Mappings,"Shaifali Parashar, Mathieu Salzmann, Pascal Fua"
Neural Head Reenactment with Latent Pose Descriptors,"Egor Burkov, Igor Pasechnik, Artur Grigorev, Victor Lempitsky"
Object-Occluded Human Shape and Pose Estimation From a Single Color Image,"Tianshu Zhang, Buzhen Huang, Yangang Wang"
Structure Preserving Generative Cross-Domain Learning,"Haifeng Xia, Zhengming Ding"
SaccadeNet: A Fast and Accurate Object Detector,"Shiyi Lan, Zhou Ren, Yi Wu, Larry S. Davis, Gang Hua"
MAST: A Memory-Augmented Self-Supervised Tracker,"Zihang Lai, Erika Lu, Weidi Xie"
Generative Hybrid Representations for Activity Forecasting With No-Regret Learning,"Jiaqi Guan, Ye Yuan, Kris M. Kitani, Nicholas Rhinehart"
Learning Augmentation Network via Influence Functions,"Donghoon Lee, Hyunsin Park, Trung Pham, Chang D. Yoo"
Wish You Were Here: Context-Aware Human Generation,"Oran Gafni, Lior Wolf"
Predicting Cognitive Declines Using Longitudinally Enriched Representations for Imaging Biomarkers,"Lyujian Lu, Hua Wang, Saad Elbeleidy, Feiping Nie"
Self-Robust 3D Point Recognition via Gather-Vector Guidance,"Xiaoyi Dong, Dongdong Chen, Hang Zhou, Gang Hua, Weiming Zhang, Nenghai Yu"
Attention-Driven Cropping for Very High Resolution Facial Landmark Detection,"Prashanth Chandran, Derek Bradley, Markus Gross, Thabo Beeler"
3D Sketch-Aware Semantic Scene Completion via Semi-Supervised Structure Prior,"Xiaokang Chen, Kwan-Yee Lin, Chen Qian, Gang Zeng, Hongsheng Li"
RiFeGAN: Rich Feature Generation for Text-to-Image Synthesis From Prior Knowledge,"Jun Cheng, Fuxiang Wu, Yanling Tian, Lei Wang, Dapeng Tao"
Contextual Residual Aggregation for Ultra High-Resolution Image Inpainting,"Zili Yi, Qiang Tang, Shekoofeh Azizi, Daesik Jang, Zhan Xu"
Progressive Mirror Detection,"Jiaying Lin, Guodong Wang, Rynson W.H. Lau"
Unsupervised Model Personalization While Preserving Privacy and Scalability: An Open Problem,"Matthias De Lange, Xu Jia, Sarah Parisot, Ales Leonardis, Gregory Slabaugh, Tinne Tuytelaars"
StructEdit: Learning Structural Shape Variations,"Kaichun Mo, Paul Guerrero, Li Yi, Hao Su, Peter Wonka, Niloy J. Mitra, Leonidas J. Guibas"
FOAL: Fast Online Adaptive Learning for Cardiac Motion Estimation,"Hanchao Yu, Shanhui Sun, Haichao Yu, Xiao Chen, Honghui Shi, Thomas S. Huang, Terrence Chen"
Learning From Noisy Anchors for One-Stage Object Detection,"Hengduo Li, Zuxuan Wu, Chen Zhu, Caiming Xiong, Richard Socher, Larry S. Davis"
Hierarchical Human Parsing With Typed Part-Relation Reasoning,"Wenguan Wang, Hailong Zhu, Jifeng Dai, Yanwei Pang, Jianbing Shen, Ling Shao"
Don't Hit Me! Glass Detection in Real-World Scenes,"Haiyang Mei, Xin Yang, Yang Wang, Yuanyuan Liu, Shengfeng He, Qiang Zhang, Xiaopeng Wei, Rynson W.H. Lau"
Learning Interactions and Relationships Between Movie Characters,"Anna Kukleva, Makarand Tapaswi, Ivan Laptev"
High-Resolution Daytime Translation Without Domain Labels,"Ivan Anokhin, Pavel Solovev, Denis Korzhenkov, Alexey Kharlamov, Taras Khakhulin, Aleksei Silvestrov, Sergey Nikolenko, Victor Lempitsky, Gleb Sterkin"
Deep Grouping Model for Unified Perceptual Parsing,"Zhiheng Li, Wenxuan Bao, Jiayang Zheng, Chenliang Xu"
MetaIQA: Deep Meta-Learning for No-Reference Image Quality Assessment,"Hancheng Zhu, Leida Li, Jinjian Wu, Weisheng Dong, Guangming Shi"
Non-Adversarial Video Synthesis With Learned Priors,"Abhishek Aich, Akash Gupta, Rameswar Panda, Rakib Hyder, M. Salman Asif, Amit K. Roy-Chowdhury"
Inter-Task Association Critic for Cross-Resolution Person Re-Identification,"Zhiyi Cheng, Qi Dong, Shaogang Gong, Xiatian Zhu"
RetinaTrack: Online Single Stage Joint Detection and Tracking,"Zhichao Lu, Vivek Rathod, Ronny Votel, Jonathan Huang"
Deep Homography Estimation for Dynamic Scenes,"Hoang Le, Feng Liu, Shu Zhang, Aseem Agarwala"
SOS: Selective Objective Switch for Rapid Immunofluorescence Whole Slide Image Classification,"Sam Maksoud, Kun Zhao, Peter Hobson, Anthony Jennings, Brian C. Lovell"
End-to-End 3D Point Cloud Instance Segmentation Without Detection,"Haiyong Jiang, Feilong Yan, Jianfei Cai, Jianmin Zheng, Jun Xiao"
Where Does It End? - Reasoning About Hidden Surfaces by Object Intersection Constraints,"Michael Strecke, Jorg Stuckler"
Learning Multi-Granular Hypergraphs for Video-Based Person Re-Identification,"Yichao Yan, Jie Qin, Jiaxin Chen, Li Liu, Fan Zhu, Ying Tai, Ling Shao"
Noise-Aware Fully Webly Supervised Object Detection,"Yunhang Shen, Rongrong Ji, Zhiwei Chen, Xiaopeng Hong, Feng Zheng, Jianzhuang Liu, Mingliang Xu, Qi Tian"
Epipolar Transformers,"Yihui He, Rui Yan, Katerina Fragkiadaki, Shoou-I Yu"
Towards Unified INT8 Training for Convolutional Neural Network,"Feng Zhu, Ruihao Gong, Fengwei Yu, Xianglong Liu, Yanfei Wang, Zhelong Li, Xiuqi Yang, Junjie Yan"
PFRL: Pose-Free Reinforcement Learning for 6D Pose Estimation,"Jianzhun Shao, Yuhang Jiang, Gu Wang, Zhigang Li, Xiangyang Ji"
"Correlating Edge, Pose With Parsing","Ziwei Zhang, Chi Su, Liang Zheng, Xiaodong Xie"
Towards Achieving Adversarial Robustness by Enforcing Feature Consistency Across Bit Planes,"Sravanti Addepalli, Vivek B.S., Arya Baburaj, Gaurang Sriramanan, R. Venkatesh Babu"
Robust Learning Through Cross-Task Consistency,"Amir R. Zamir, Alexander Sax, Nikhil Cheerla, Rohan Suri, Zhangjie Cao, Jitendra Malik, Leonidas J. Guibas"
Relative Interior Rule in Block-Coordinate Descent,"Tomas Werner, Daniel Prusa, Tomas Dlask"
HOnnotate: A Method for 3D Annotation of Hand and Object Poses,"Shreyas Hampali, Mahdi Rad, Markus Oberweger, Vincent Lepetit"
Exploring Self-Attention for Image Recognition,"Hengshuang Zhao, Jiaya Jia, Vladlen Koltun"
Controllable Person Image Synthesis With Attribute-Decomposed GAN,"Yifang Men, Yiming Mao, Yuning Jiang, Wei-Ying Ma, Zhouhui Lian"
From Patches to Pictures (PaQ-2-PiQ): Mapping the Perceptual Space of Picture Quality,"Zhenqiang Ying, Haoran Niu, Praful Gupta, Dhruv Mahajan, Deepti Ghadiyaram, Alan Bovik"
Shape correspondence using anisotropic Chebyshev spectral CNNs,"Qinsong Li, Shengjun Liu, Ling Hu, Xinru Liu"
Unpaired Portrait Drawing Generation via Asymmetric Cycle Mapping,"Ran Yi, Yong-Jin Liu, Yu-Kun Lai, Paul L. Rosin"
Fast MSER,"Hailiang Xu, Siqi Xie, Fan Chen"
Uncertainty-Aware Score Distribution Learning for Action Quality Assessment,"Yansong Tang, Zanlin Ni, Jiahuan Zhou, Danyang Zhang, Jiwen Lu, Ying Wu, Jie Zhou"
Advancing High Fidelity Identity Swapping for Forgery Detection,"Lingzhi Li, Jianmin Bao, Hao Yang, Dong Chen, Fang Wen"
Seeing Around Street Corners: Non-Line-of-Sight Detection and Tracking In-the-Wild Using Doppler Radar,"Nicolas Scheiner, Florian Kraus, Fangyin Wei, Buu Phan, Fahim Mannan, Nils Appenrodt, Werner Ritter, Jurgen Dickmann, Klaus Dietmayer, Bernhard Sick, Felix Heide"
Seeing Through Fog Without Seeing Fog: Deep Multimodal Sensor Fusion in Unseen Adverse Weather,"Mario Bijelic, Tobias Gruber, Fahim Mannan, Florian Kraus, Werner Ritter, Klaus Dietmayer, Felix Heide"
BachGAN: High-Resolution Image Synthesis From Salient Object Layout,"Yandong Li, Yu Cheng, Zhe Gan, Licheng Yu, Liqiang Wang, Jingjing Liu"
Weakly Supervised Visual Semantic Parsing,"Alireza Zareian, Svebor Karaman, Shih-Fu Chang"
Regularization on Spatio-Temporally Smoothed Feature for Action Recognition,"Jinhyung Kim, Seunghwan Cha, Dongyoon Wee, Soonmin Bae, Junmo Kim"
SER-FIQ: Unsupervised Estimation of Face Image Quality Based on Stochastic Embedding Robustness,"Philipp Terhorst, Jan Niklas Kolf, Naser Damer, Florian Kirchbuchner, Arjan Kuijper"
Bringing Old Photos Back to Life,"Ziyu Wan, Bo Zhang, Dongdong Chen, Pan Zhang, Dong Chen, Jing Liao, Fang Wen"
Learning Invariant Representation for Unsupervised Image Restoration,"Wenchao Du, Hu Chen, Hongyu Yang"
Globally Optimal Contrast Maximisation for Event-Based Motion Estimation,"Daqi Liu, Alvaro Parra, Tat-Jun Chin"
Enhanced Blind Face Restoration With Multi-Exemplar Images and Adaptive Spatial Feature Fusion,"Xiaoming Li, Wenyu Li, Dongwei Ren, Hongzhi Zhang, Meng Wang, Wangmeng Zuo"
Learning Nanoscale Motion Patterns of Vesicles in Living Cells,"Arif Ahmed Sekh, Ida Sundvor Opstad, Asa Birna Birgisdottir, Truls Myrmel, Balpreet Singh Ahluwalia, Krishna Agarwal, Dilip K. Prasad"
Towards High-Fidelity 3D Face Reconstruction From In-the-Wild Images Using Graph Convolutional Networks,"Jiangke Lin, Yi Yuan, Tianjia Shao, Kun Zhou"
Geometry-Aware Satellite-to-Ground Image Synthesis for Urban Areas,"Xiaohu Lu, Zuoyue Li, Zhaopeng Cui, Martin R. Oswald, Marc Pollefeys, Rongjun Qin"
Network Adjustment: Channel Search Guided by FLOPs Utilization Ratio,"Zhengsu Chen, Jianwei Niu, Lingxi Xie, Xuefeng Liu, Longhui Wei, Qi Tian"
PolyTransform: Deep Polygon Transformer for Instance Segmentation,"Justin Liang, Namdar Homayounfar, Wei-Chiu Ma, Yuwen Xiong, Rui Hu, Raquel Urtasun"
End-to-End Learning Local Multi-View Descriptors for 3D Point Clouds,"Lei Li, Siyu Zhu, Hongbo Fu, Ping Tan, Chiew-Lan Tai"
StereoGAN: Bridging Synthetic-to-Real Domain Gap by Joint Optimization of Domain Translation and Stereo Matching,"Rui Liu, Chengxi Yang, Wenxiu Sun, Xiaogang Wang, Hongsheng Li"
Towards Fairness in Visual Recognition: Effective Strategies for Bias Mitigation,"Zeyu Wang, Klint Qinami, Ioannis Christos Karakozis, Kyle Genova, Prem Nair, Kenji Hata, Olga Russakovsky"
Multi-Scale Boosted Dehazing Network With Dense Feature Fusion,"Hang Dong, Jinshan Pan, Lei Xiang, Zhe Hu, Xinyi Zhang, Fei Wang, Ming-Hsuan Yang"
Light-weight Calibrator: A Separable Component for Unsupervised Domain Adaptation,"Shaokai Ye, Kailu Wu, Mu Zhou, Yunfei Yang, Sia Huat Tan, Kaidi Xu, Jiebo Song, Chenglong Bao, Kaisheng Ma"
RDCFace: Radial Distortion Correction for Face Recognition,"He Zhao, Xianghua Ying, Yongjie Shi, Xin Tong, Jingsi Wen, Hongbin Zha"
A Multi-Hypothesis Approach to Color Constancy,"Daniel Hernandez-Juarez, Sarah Parisot, Benjamin Busam, Ales Leonardis, Gregory Slabaugh, Steven McDonagh"
Learning Canonical Shape Space for Category-Level 6D Object Pose and Size Estimation,"Dengsheng Chen, Jun Li, Zheng Wang, Kai Xu"
Learning Dynamic Routing for Semantic Segmentation,"Yanwei Li, Lin Song, Yukang Chen, Zeming Li, Xiangyu Zhang, Xingang Wang, Jian Sun"
MSeg: A Composite Dataset for Multi-Domain Semantic Segmentation,"John Lambert, Zhuang Liu, Ozan Sener, James Hays, Vladlen Koltun"
A Spatial RNN Codec for End-to-End Image Compression,"Chaoyi Lin, Jiabao Yao, Fangdong Chen, Li Wang"
GNN3DMOT: Graph Neural Network for 3D Multi-Object Tracking With 2D-3D Multi-Feature Learning,"Xinshuo Weng, Yongxin Wang, Yunze Man, Kris M. Kitani"
Learning Event-Based Motion Deblurring,"Zhe Jiang, Yu Zhang, Dongqing Zou, Jimmy Ren, Jiancheng Lv, Yebin Liu"
Two Causal Principles for Improving Visual Dialog,"Jiaxin Qi, Yulei Niu, Jianqiang Huang, Hanwang Zhang"
Searching Central Difference Convolutional Networks for Face Anti-Spoofing,"Zitong Yu, Chenxu Zhao, Zezheng Wang, Yunxiao Qin, Zhuo Su, Xiaobai Li, Feng Zhou, Guoying Zhao"
DMCP: Differentiable Markov Channel Pruning for Neural Networks,"Shaopeng Guo, Yujie Wang, Quanquan Li, Junjie Yan"
ILFO: Adversarial Attack on Adaptive Neural Networks,"Mirazul Haque, Anki Chauhan, Cong Liu, Wei Yang"
PREDICT & CLUSTER: Unsupervised Skeleton Based Action Recognition,"Kun Su, Xiulong Liu, Eli Shlizerman"
From Fidelity to Perceptual Quality: A Semi-Supervised Approach for Low-Light Image Enhancement,"Wenhan Yang, Shiqi Wang, Yuming Fang, Yue Wang, Jiaying Liu"
Learning to Evaluate Perception Models Using Planner-Centric Metrics,"Jonah Philion, Amlan Kar, Sanja Fidler"
RetinaFace: Single-Shot Multi-Level Face Localisation in the Wild,"Jiankang Deng, Jia Guo, Evangelos Ververas, Irene Kotsia, Stefanos Zafeiriou"
Learning Integral Objects With Intra-Class Discriminator for Weakly-Supervised Semantic Segmentation,"Junsong Fan, Zhaoxiang Zhang, Chunfeng Song, Tieniu Tan"
Hierarchical Clustering With Hard-Batch Triplet Loss for Person Re-Identification,"Kaiwei Zeng, Munan Ning, Yaohua Wang, Yang Guo"
Monocular Real-Time Hand Shape and Motion Capture Using Multi-Modal Data,"Yuxiao Zhou, Marc Habermann, Weipeng Xu, Ikhsanul Habibie, Christian Theobalt, Feng Xu"
Enhancing Cross-Task Black-Box Transferability of Adversarial Examples With Dispersion Reduction,"Yantao Lu, Yunhan Jia, Jianyu Wang, Bai Li, Weiheng Chai, Lawrence Carin, Senem Velipasalar"
Fast Template Matching and Update for Video Object Tracking and Segmentation,"Mingjie Sun, Jimin Xiao, Eng Gee Lim, Bingfeng Zhang, Yao Zhao"
Mitigating Bias in Face Recognition Using Skewness-Aware Reinforcement Learning,"Mei Wang, Weihong Deng"
Mesh-Guided Multi-View Stereo With Pyramid Architecture,"Yuesong Wang, Tao Guan, Zhuo Chen, Yawei Luo, Keyang Luo, Lili Ju"
TCTS: A Task-Consistent Two-Stage Framework for Person Search,"Cheng Wang, Bingpeng Ma, Hong Chang, Shiguang Shan, Xilin Chen"
Single Image Reflection Removal With Physically-Based Training Images,"Soomin Kim, Yuchi Huo, Sung-Eui Yoon"
BSP-Net: Generating Compact Meshes via Binary Space Partitioning,"Zhiqin Chen, Andrea Tagliasacchi, Hao Zhang"
Cross-domain Object Detection through Coarse-to-Fine Feature Adaptation,"Yangtao Zheng, Di Huang, Songtao Liu, Yunhong Wang"
Disentangled Image Generation Through Structured Noise Injection,"Yazeed Alharbi, Peter Wonka"
Which Is Plagiarism: Fashion Image Retrieval Based on Regional Representation for Design Protection,"Yining Lang, Yuan He, Fan Yang, Jianfeng Dong, Hui Xue"
Efficient Derivative Computation for Cumulative B-Splines on Lie Groups,"Christiane Sommer, Vladyslav Usenko, David Schubert, Nikolaus Demmel, Daniel Cremers"
Deep 3D Capture: Geometry and Reflectance From Sparse Multi-View Images,"Sai Bi, Zexiang Xu, Kalyan Sunkavalli, David Kriegman, Ravi Ramamoorthi"
Relation-Aware Global Attention for Person Re-Identification,"Zhizheng Zhang, Cuiling Lan, Wenjun Zeng, Xin Jin, Zhibo Chen"
Counterfactual Vision and Language Learning,"Ehsan Abbasnejad, Damien Teney, Amin Parvaneh, Javen Shi, Anton van den Hengel"
Multi-Scale Fusion Subspace Clustering Using Similarity Constraint,"Zhiyuan Dang, Cheng Deng, Xu Yang, Heng Huang"
Adversarial Camouflage: Hiding Physical-World Attacks With Natural Styles,"Ranjie Duan, Xingjun Ma, Yisen Wang, James Bailey, A. K. Qin, Yun Yang"
Unsupervised Reinforcement Learning of Transferable Meta-Skills for Embodied Navigation,"Juncheng Li, Xin Wang, Siliang Tang, Haizhou Shi, Fei Wu, Yueting Zhuang, William Yang Wang"
GroupFace: Learning Latent Groups and Constructing Group-Based Representations for Face Recognition,"Yonghyun Kim, Wonpyo Park, Myung-Cheol Roh, Jongju Shin"
Evolving Losses for Unsupervised Video Representation Learning,"AJ Piergiovanni, Anelia Angelova, Michael S. Ryoo"
M2m: Imbalanced Classification via Major-to-Minor Translation,"Jaehyung Kim, Jongheon Jeong, Jinwoo Shin"
Learning to Optimize Non-Rigid Tracking,"Yang Li, Aljaz Bozic, Tianwei Zhang, Yanli Ji, Tatsuya Harada, Matthias Niessner"
3DV: 3D Dynamic Voxel for Action Recognition in Depth Video,"Yancheng Wang, Yang Xiao, Fu Xiong, Wenxiang Jiang, Zhiguo Cao, Joey Tianyi Zhou, Junsong Yuan"
DSGN: Deep Stereo Geometry Network for 3D Object Detection,"Yilun Chen, Shu Liu, Xiaoyong Shen, Jiaya Jia"
Weakly Supervised Discriminative Feature Learning With State Information for Person Identification,"Hong-Xing Yu, Wei-Shi Zheng"
Benchmarking Adversarial Robustness on Image Classification,"Yinpeng Dong, Qi-An Fu, Xiao Yang, Tianyu Pang, Hang Su, Zihao Xiao, Jun Zhu"
Predicting Semantic Map Representations From Images Using Pyramid Occupancy Networks,"Thomas Roddick, Roberto Cipolla"
An Internal Covariate Shift Bounding Algorithm for Deep Neural Networks by Unitizing Layers' Outputs,"You Huang, Yuanlong Yu"
What It Thinks Is Important Is Important: Robustness Transfers Through Input Gradients,"Alvin Chan, Yi Tay, Yew-Soon Ong"
Memory Aggregation Networks for Efficient Interactive Video Object Segmentation,"Jiaxu Miao, Yunchao Wei, Yi Yang"
MixNMatch: Multifactor Disentanglement and Encoding for Conditional Image Generation,"Yuheng Li, Krishna Kumar Singh, Utkarsh Ojha, Yong Jae Lee"
Gum-Net: Unsupervised Geometric Matching for Fast and Accurate 3D Subtomogram Image Alignment and Averaging,"Xiangrui Zeng, Min Xu"
SegGCN: Efficient 3D Point Cloud Segmentation With Fuzzy Spherical Kernel,"Huan Lei, Naveed Akhtar, Ajmal Mian"
Parsing-Based View-Aware Embedding Network for Vehicle Re-Identification,"Dechao Meng, Liang Li, Xuejing Liu, Yadong Li, Shijie Yang, Zheng-Jun Zha, Xingyu Gao, Shuhui Wang, Qingming Huang"
Deep Parametric Shape Predictions Using Distance Fields,"Dmitriy Smirnov, Matthew Fisher, Vladimir G. Kim, Richard Zhang, Justin Solomon"
AutoTrack: Towards High-Performance Visual Tracking for UAV With Automatic Spatio-Temporal Regularization,"Yiming Li, Changhong Fu, Fangqiang Ding, Ziyuan Huang, Geng Lu"
PF-Net: Point Fractal Network for 3D Point Cloud Completion,"Zitian Huang, Yikuan Yu, Jiawen Xu, Feng Ni, Xinyi Le"
Correspondence-Free Material Reconstruction using Sparse Surface Constraints,"Sebastian Weiss, Robert Maier, Daniel Cremers, Rudiger Westermann, Nils Thuerey"
Multi-Mutual Consistency Induced Transfer Subspace Learning for Human Motion Segmentation,"Tao Zhou, Huazhu Fu, Chen Gong, Jianbing Shen, Ling Shao, Fatih Porikli"
Stochastic Classifiers for Unsupervised Domain Adaptation,"Zhihe Lu, Yongxin Yang, Xiatian Zhu, Cong Liu, Yi-Zhe Song, Tao Xiang"
PointPainting: Sequential Fusion for 3D Object Detection,"Sourabh Vora, Alex H. Lang, Bassam Helou, Oscar Beijbom"
Associate-3Ddet: Perceptual-to-Conceptual Association for 3D Point Cloud Object Detection,"Liang Du, Xiaoqing Ye, Xiao Tan, Jianfeng Feng, Zhenbo Xu, Errui Ding, Shilei Wen"
